SaleID,DateKey,BranchKey,EmployeeKey,ProductKey,Quantity,Revenue,Cost,TargetAmount
102819,20240829,107,6,209,3,7252,6381.76,6060
102820,20241221,103,24,207,5,6123,3979.95,544
102821,20250306,103,28,203,5,4800,3600,1210
102822,20241124,109,12,210,3,7821,4770.81,8877
102823,20250419,104,27,208,1,7184,5316.16,5023
102824,20250129,102,10,207,5,1133,759.11,7655
102825,20250807,106,17,208,3,1095,974.55,8631
102826,20251218,109,18,204,1,7860,6209.4,9445
102827,20250918,108,30,202,4,5392,4313.6,3512
102828,20240829,105,8,207,1,2699,1754.35,8751
102829,20241110,107,12,206,2,6444,5026.32,8562
102830,20240518,108,17,205,3,7395,4510.95,8495
102831,20250707,101,18,202,3,1296,816.48,9037
102832,20250314,104,19,210,3,3236,1973.96,4857
102833,20241217,104,14,207,5,7575,6135.75,4371
102834,20250613,110,17,208,4,3663,2380.95,4292
102835,20250217,109,20,206,1,3830,3408.7,9477
102836,20240819,110,24,208,5,2652,1670.76,1681
102837,20240408,101,20,203,5,2841,2414.85,8869
102838,20250723,107,6,203,3,3133,2099.11,3074
102839,20240927,102,23,208,4,6473,5696.24,3239
102840,20250323,103,16,204,2,1085,651,6702
102841,20250226,102,12,209,4,7136,5137.92,7144
102842,20240624,101,29,210,4,5688,4322.88,8813
102843,20250813,106,26,207,2,1483,1230.89,9225
102844,20251129,101,6,210,4,6407,5381.88,6518
102845,20241225,110,15,202,2,4452,3071.88,7702
102846,20251206,104,18,205,5,7450,5960,3083
102847,20251023,104,19,208,2,2999,2369.21,8805
102848,20240321,109,25,207,1,83,52.29,8009
102849,20240521,105,14,208,1,5560,3836.4,5559
102850,20240223,108,15,209,3,3222,2835.36,2787
102851,20240102,104,6,204,4,3097,2725.36,5381
102852,20240822,101,7,208,2,7482,6434.52,1099
102853,20250922,109,10,207,3,279,248.31,7478
102854,20241102,103,9,203,1,2353,1552.98,3556
102855,20250105,103,10,209,2,6664,5864.32,921
102856,20250814,104,15,205,5,7396,4733.44,1626
102857,20240212,103,14,207,3,3086,2252.78,6460
102858,20250529,110,22,208,3,7290,6050.7,2439
102859,20250318,109,23,207,3,2541,1651.65,4641
102860,20250805,104,14,201,3,3175,2381.25,9139
102861,20250904,106,9,202,3,7379,4943.93,9428
102862,20240622,103,28,201,1,5115,4603.5,8853
102863,20240514,106,12,209,5,3993,3034.68,5553
102864,20250517,101,15,204,4,2441,1855.16,7630
102865,20250802,101,10,206,4,5264,3948,8458
102866,20240410,107,6,202,3,7519,6315.96,2979
102867,20250531,108,20,210,3,2378,1902.4,9755
102868,20240806,110,7,206,4,6423,5266.86,2522
102869,20240402,110,24,203,3,1520,957.6,4941
102870,20240514,101,8,209,5,3635,3017.05,4863
102871,20251008,103,12,207,5,4698,4228.2,2001
102872,20240110,108,14,205,5,7065,6217.2,7175
102873,20250211,107,15,201,1,947,852.3,8776
102874,20240814,108,29,206,5,5381,4089.56,924
102875,20241020,105,16,209,4,7217,6350.96,6902
102876,20250803,105,15,204,4,6336,5448.96,1178
102877,20240121,107,11,203,1,1080,756,5065
102878,20240911,101,17,204,3,1204,1035.44,1379
102879,20240918,110,13,204,5,2644,2035.88,1333
102880,20241031,110,7,206,3,5326,4473.84,8825
102881,20250112,110,12,207,3,1020,836.4,3956
102882,20240423,109,13,201,1,2552,2296.8,8273
102883,20250724,105,14,202,4,1864,1211.6,9763
102884,20250115,101,26,202,2,782,609.96,8036
102885,20250923,104,22,202,5,3437,3024.56,4630
102886,20240802,110,19,208,5,2698,1834.64,3052
102887,20240304,102,15,210,4,278,191.82,8527
102888,20250324,108,10,205,3,3126,2313.24,2880
102889,20240319,109,21,206,2,6841,4104.6,1801
102890,20241010,101,7,206,1,725,601.75,9709
102891,20251010,110,24,205,3,3445,3100.5,1566
102892,20240804,108,26,203,1,2125,1381.25,9486
102893,20251212,101,29,209,3,7431,6316.35,6580
102894,20250720,102,19,209,3,298,235.42,6966
102895,20240918,110,16,204,3,1614,968.4,5568
102896,20250407,105,12,207,5,5144,3292.16,8887
102897,20251102,104,14,202,1,2491,1868.25,6301
102898,20250606,109,20,210,4,511,347.48,8967
102899,20250129,108,15,209,5,3535,2545.2,1390
102900,20250107,104,27,203,1,1278,1073.52,837
102901,20240804,109,24,206,5,1947,1732.83,6845
102902,20250526,110,26,207,3,1488,1220.16,1373
102903,20241119,108,13,210,4,6295,5476.65,7768
102904,20240521,109,14,202,3,4707,2824.2,9523
102905,20240911,102,9,201,2,1877,1388.98,5462
102906,20250303,107,9,208,5,3193,2554.4,5701
102907,20251011,103,19,208,4,7842,5018.88,5555
102908,20250515,103,19,207,5,6262,5385.32,974
102909,20240616,108,8,202,2,5180,4247.6,6702
102910,20250831,106,8,204,4,3611,2311.04,2459
102911,20250921,101,12,206,1,3722,2940.38,5552
102912,20250417,108,15,208,4,6536,5751.68,7333
102913,20240202,104,26,202,4,333,276.39,7481
102914,20250926,102,24,209,4,119,103.53,6256
102915,20240608,102,7,205,5,6322,5057.6,4970
102916,20251211,110,13,203,3,5038,4534.2,8431
102917,20250908,104,24,205,4,6971,4740.28,9563
102918,20240529,107,10,210,2,5346,4116.42,9691
102919,20240519,103,28,210,3,1316,1092.28,2988
102920,20250624,103,24,209,3,5126,3178.12,5827
102921,20241207,106,20,203,1,771,585.96,2300
102922,20250511,105,6,204,4,6457,4455.33,4396
102923,20241125,105,23,202,4,3187,2740.82,9208
102924,20250107,106,16,210,1,6324,4047.36,5326
102925,20250711,108,6,204,2,6133,5213.05,2007
102926,20240618,104,10,207,5,713,641.7,3048
102927,20250104,106,18,205,2,689,585.65,3675
102928,20251111,109,10,201,2,1262,757.2,7937
102929,20241212,107,19,203,2,5254,3362.56,8009
102930,20250803,105,6,205,1,4800,4176,737
102931,20241228,105,28,204,4,7887,5205.42,7342
102932,20240627,102,6,206,4,524,429.68,4622
102933,20241228,109,26,201,5,4868,3261.56,9624
102934,20240110,104,27,206,1,175,133,7453
102935,20240813,109,30,202,4,952,656.88,4447
102936,20240930,110,13,201,4,7601,5624.74,5370
102937,20240213,109,8,204,2,5344,4702.72,7771
102938,20251205,105,20,203,5,1592,1432.8,8339
102939,20240924,105,12,205,4,1408,1098.24,4380
102940,20240614,105,25,202,2,5933,4390.42,6824
102941,20250608,106,11,205,4,494,301.34,7831
102942,20250219,103,25,207,2,4554,2914.56,2560
102943,20251027,102,9,207,5,6188,4702.88,7073
102944,20251217,103,16,209,5,7916,6095.32,6229
102945,20250509,110,26,203,1,5887,3944.29,2865
102946,20240901,107,17,210,4,1064,702.24,3204
102947,20250316,104,17,201,3,6051,4114.68,8879
102948,20250310,110,18,204,1,2633,2001.08,5428
102949,20250722,103,16,201,4,5681,3635.84,8681
102950,20250510,108,15,207,5,1790,1503.6,1786
102951,20240802,105,16,209,5,5115,3887.4,9716
102952,20250905,105,9,209,4,1199,935.22,5771
102953,20241014,106,20,205,4,683,423.46,8637
102954,20240924,103,12,207,2,5707,4166.11,866
102955,20250724,104,18,204,5,1841,1583.26,6128
102956,20250719,101,14,206,5,2402,1849.54,9368
102957,20250317,101,15,202,5,3412,2490.76,4252
102958,20241116,109,16,205,2,7064,6357.6,5850
102959,20241004,109,6,209,4,2510,1957.8,9414
102960,20250208,108,29,205,2,7210,6489,9262
102961,20240413,107,18,209,5,1181,720.41,7540
102962,20240331,110,14,205,1,349,226.85,831
102963,20241023,107,16,205,5,2546,1807.66,7779
102964,20251002,105,7,201,5,908,780.88,8360
102965,20250723,102,26,209,2,6280,4772.8,3972
102966,20240715,110,18,205,2,4917,3146.88,688
102967,20250213,106,30,205,2,4396,3033.24,5095
102968,20240307,110,6,204,4,7299,5474.25,5620
102969,20250325,108,18,207,2,7110,6114.6,7481
102970,20251231,109,18,202,5,2514,2086.62,2379
102971,20250523,106,30,204,3,3563,2779.14,7921
102972,20241208,108,22,204,1,2998,1948.7,8224
102973,20240206,109,16,205,5,4174,3172.24,8678
102974,20250712,110,29,209,2,129,105.78,9276
102975,20250811,107,18,209,2,7492,5693.92,8016
102976,20250224,107,8,203,5,3733,3023.73,5327
102977,20250904,110,16,208,4,3481,2749.99,4863
102978,20250819,107,6,202,4,2227,1803.87,1080
102979,20240103,102,20,202,1,7076,5023.96,4147
102980,20241009,110,12,204,2,796,716.4,706
102981,20250125,104,29,208,1,771,585.96,9371
102982,20250520,108,21,206,4,3086,2499.66,7626
102983,20250202,102,19,204,1,5740,3444,6696
102984,20250712,110,8,207,3,2696,1698.48,1684
102985,20250725,109,26,205,4,4551,4004.88,5256
102986,20240131,106,23,201,3,5860,4922.4,1782
102987,20240219,109,26,207,2,7377,6196.68,9512
102988,20240428,102,13,202,2,2219,1997.1,9096
102989,20250218,102,27,207,4,4293,2962.17,6385
102990,20240826,107,14,206,1,4189,2974.19,7488
102991,20251028,110,14,203,4,5037,3173.31,8431
102992,20250812,101,19,204,3,7099,4969.3,6754
102993,20250803,109,23,207,3,5206,3748.32,9168
102994,20251214,102,14,202,2,5147,3551.43,6314
102995,20241130,108,29,201,1,1607,1414.16,2946
102996,20250317,104,7,204,3,313,237.88,1483
102997,20250830,109,19,202,5,126,91.98,7600
102998,20241201,109,10,207,2,188,122.2,9089
102999,20240309,101,9,201,2,1487,1100.38,6622
103000,20240802,108,29,203,2,5134,4055.86,1660
103001,20250512,107,8,201,5,2511,1933.47,4117
103002,20240805,101,29,204,1,4705,3811.05,9144
103003,20251013,106,13,204,4,3901,2925.75,3360
103004,20250215,108,17,206,3,243,177.39,1883
103005,20240630,109,21,203,3,1751,1348.27,1977
103006,20240111,101,9,207,3,5615,4941.2,8259
103007,20250212,107,24,209,3,5181,3108.6,9934
103008,20250312,101,25,207,4,5565,3728.55,7791
103009,20250425,108,15,206,4,1304,925.84,9923
103010,20250618,103,26,204,2,2958,1893.12,8626
103011,20240622,106,22,208,1,4098,3360.36,4058
103012,20250225,102,11,202,2,2963,2637.07,8215
103013,20251201,107,21,205,1,253,197.34,3895
103014,20241124,102,11,207,1,486,349.92,6033
103015,20250618,110,23,206,4,4077,2446.2,9627
103016,20241130,103,19,206,5,7717,5093.22,3088
103017,20241124,104,15,201,4,4208,3029.76,7993
103018,20240612,104,25,208,1,3607,3029.88,977
103019,20241030,102,10,204,4,961,739.97,7892
103020,20240219,102,16,201,4,1272,826.8,4249
103021,20250524,108,15,207,3,556,450.36,1866
103022,20250618,102,25,202,1,1230,971.7,8849
103023,20240916,104,27,204,2,6999,4339.38,6999
103024,20241228,109,19,203,2,1458,1312.2,7411
103025,20250809,107,12,209,4,5752,3738.8,7874
103026,20240501,101,20,209,1,5253,3572.04,1687
103027,20251130,101,30,202,1,6815,5520.15,3079
103028,20240213,103,27,202,3,4632,3844.56,3654
103029,20240310,104,13,208,5,5794,4461.38,1229
103030,20240601,102,27,210,4,6982,4538.3,9691
103031,20250606,104,27,203,2,6299,5039.2,1113
103032,20240109,102,8,207,3,4998,3098.76,4203
103033,20241208,105,15,205,2,2204,1322.4,947
103034,20250313,101,21,204,3,7655,4975.75,639
103035,20251116,102,20,204,3,4081,2856.7,3649
103036,20241122,101,15,201,4,5178,4038.84,2800
103037,20240720,105,15,204,1,5503,3687.01,9566
103038,20250405,102,26,204,4,2242,1793.6,659
103039,20250616,110,13,202,5,969,591.09,5271
103040,20240321,104,6,202,2,7070,5797.4,5016
103041,20240530,108,24,208,2,4093,2701.38,9409
103042,20240908,105,22,202,5,6102,4027.32,8929
103043,20250322,105,21,208,3,6342,3932.04,9391
103044,20250804,102,28,208,3,4398,2814.72,5918
103045,20251202,101,14,207,3,3021,1993.86,3531
103046,20241015,104,13,201,3,2749,2089.24,851
103047,20240607,101,18,209,3,7477,6131.14,1112
103048,20240331,110,7,203,1,6327,5504.49,8144
103049,20241016,110,9,203,5,1399,1189.15,5700
103050,20240201,107,28,203,5,209,137.94,7495
103051,20250902,108,15,205,3,571,462.51,6882
103052,20240619,103,10,201,2,7740,5572.8,3239
103053,20240408,110,12,203,4,7791,5999.07,3665
103054,20240920,104,9,203,5,1447,1273.36,9812
103055,20250609,109,11,207,2,7686,6456.24,9420
103056,20250620,105,13,209,4,4850,3540.5,4245
103057,20240402,107,26,210,5,3738,3139.92,1807
103058,20250512,106,8,205,4,490,303.8,5576
103059,20250104,102,14,207,2,5263,3578.84,4211
103060,20240926,101,21,201,2,7530,5496.9,4758
103061,20250720,110,13,209,4,3747,3072.54,9806
103062,20240217,109,7,202,2,2674,2165.94,9283
103063,20240122,103,11,209,1,5107,3472.76,4262
103064,20250504,110,29,205,1,4604,3821.32,5321
103065,20240929,106,12,203,3,6944,4444.16,2343
103066,20240121,105,17,207,1,534,336.42,700
103067,20240819,107,17,204,2,957,679.47,8174
103068,20250421,108,24,201,4,3086,2437.94,3345
103069,20251211,108,10,203,4,7805,6400.1,6323
103070,20240928,107,6,206,5,7314,5704.92,6883
103071,20251201,106,17,205,5,3880,2638.4,1103
103072,20250428,104,11,206,3,321,247.17,6855
103073,20241025,101,23,201,3,1961,1706.07,8319
103074,20250625,104,28,206,3,313,266.05,8334
103075,20240326,108,24,207,4,5454,4854.06,1665
103076,20251121,110,18,203,5,4243,3351.97,3518
103077,20240711,103,7,205,4,2335,1564.45,3469
103078,20251021,105,20,202,4,5218,4383.12,785
103079,20250706,104,28,201,4,1946,1401.12,9889
103080,20250614,106,11,201,4,3760,2406.4,3101
103081,20240203,104,12,206,2,291,253.17,4220
103082,20241021,104,6,204,1,868,520.8,8144
103083,20240731,103,22,206,2,2850,1995,1863
103084,20250427,104,7,206,1,7839,4938.57,1689
103085,20250314,108,9,209,5,4883,3613.42,1258
103086,20240603,109,8,204,5,7633,6640.71,2489
103087,20250817,110,27,206,5,7699,5928.23,613
103088,20240617,101,26,205,2,3403,2790.46,4614
103089,20240701,104,26,202,3,7640,5348,2435
103090,20240813,106,30,201,2,4759,3759.61,8153
103091,20240906,101,18,209,5,1493,1343.7,2860
103092,20251109,106,19,209,2,6823,5321.94,2641
103093,20240210,106,9,207,4,6967,4319.54,6189
103094,20240721,101,13,206,2,2949,2506.65,6450
103095,20251101,102,20,210,1,2350,2091.5,7427
103096,20250126,110,12,204,4,3309,2283.21,887
103097,20250801,109,15,208,5,5547,4714.95,9599
103098,20240301,110,8,207,2,65,40.3,6081
103099,20250711,101,9,206,3,7678,6910.2,7026
103100,20241229,107,17,202,4,6983,5376.91,4270
103101,20250715,104,16,209,3,1603,1298.43,2958
103102,20240808,107,11,210,2,1725,1362.75,7798
103103,20241102,106,21,208,5,7820,6568.8,1747
103104,20250711,110,11,204,4,2329,1490.56,563
103105,20250917,107,8,208,2,284,210.16,5867
103106,20241130,101,29,209,2,716,522.68,4141
103107,20241023,109,17,202,2,6456,4390.08,9000
103108,20250517,107,11,204,2,7238,4849.46,7627
103109,20250512,105,10,209,4,806,572.26,6759
103110,20240812,110,11,204,2,7563,4764.69,8544
103111,20240617,107,17,210,3,3755,3379.5,5872
103112,20250821,110,7,208,1,2841,2017.11,2718
103113,20241218,105,16,209,1,3929,2632.43,566
103114,20251009,110,27,208,5,3442,2719.18,2240
103115,20250420,110,6,207,2,1928,1233.92,8327
103116,20250302,106,11,207,1,6945,6111.6,2278
103117,20240326,109,6,207,5,3385,2944.95,2772
103118,20251125,105,7,201,2,5167,4443.62,8851
103119,20240706,108,23,209,4,7971,6137.67,6992
103120,20240414,106,16,202,1,223,198.47,1566
103121,20250314,109,30,208,3,4690,2954.7,6859
103122,20251203,106,23,208,3,6467,5626.29,2379
103123,20250414,107,28,207,4,6582,4607.4,5925
103124,20240417,105,23,207,1,3783,3177.72,8715
103125,20240916,102,22,205,1,6033,4283.43,8067
103126,20241201,102,10,205,3,6591,5140.98,1691
103127,20241016,103,19,210,4,3609,2418.03,5391
103128,20250923,109,7,201,1,875,525,6680
103129,20250519,105,22,209,1,1190,975.8,3683
103130,20241126,105,7,209,2,4243,2885.24,5398
103131,20250517,108,21,203,5,2636,2372.4,1552
103132,20240712,106,19,203,5,433,324.75,3456
103133,20250121,109,27,205,2,7717,4630.2,1655
103134,20240901,109,11,206,5,5729,4583.2,4332
103135,20240229,102,26,209,3,4188,3517.92,6442
103136,20250328,107,12,201,2,3739,2392.96,8263
103137,20250319,108,24,206,4,4824,3232.08,1800
103138,20240829,103,20,205,2,7441,4762.24,5663
103139,20240630,102,30,208,1,3973,3297.59,5104
103140,20251010,104,22,205,4,1700,1258,1147
103141,20251221,102,19,204,2,3645,2332.8,8512
103142,20251118,109,13,203,4,3431,2333.08,1139
103143,20241009,106,9,210,2,7513,5709.88,5485
103144,20240521,104,12,207,5,7622,5335.4,7680
103145,20240717,107,7,201,4,1694,1439.9,1072
103146,20251106,105,29,208,2,4342,3082.82,9500
103147,20250402,108,15,203,1,3681,2981.61,7652
103148,20240513,106,11,209,2,4299,3654.15,2935
103149,20251025,105,7,202,2,203,156.31,3792
103150,20250621,109,14,205,3,1427,1141.6,6656
103151,20250227,110,15,202,4,7591,5920.98,3947
103152,20250307,108,15,208,3,7635,6642.45,6659
103153,20240327,102,21,202,2,4683,3886.89,8552
103154,20240312,105,22,207,2,484,343.64,4303
103155,20240131,109,10,207,3,3388,2541,2870
103156,20251213,103,26,202,1,4453,3651.46,9258
103157,20251020,105,24,210,5,6533,4181.12,4736
103158,20240709,108,16,201,2,4369,2796.16,2945
103159,20250611,106,15,202,4,3541,2655.75,1733
103160,20240819,102,21,210,3,3290,2961,2478
103161,20240418,101,14,202,5,3816,2633.04,1920
103162,20240305,102,10,207,2,3684,3057.72,2400
103163,20240216,110,14,203,4,5856,4684.8,6299
103164,20251214,105,25,209,3,5348,3690.12,5060
103165,20240702,102,17,204,4,6196,3965.44,9438
103166,20250402,105,18,201,1,6534,5161.86,701
103167,20251128,101,22,208,1,1294,1074.02,8993
103168,20240719,109,23,203,3,3495,2900.85,3025
103169,20241225,109,21,209,2,3894,2608.98,9625
103170,20240304,102,13,206,4,5438,3752.22,688
103171,20241202,108,15,201,1,3245,2206.6,2930
103172,20240108,107,29,207,3,808,622.16,2009
103173,20240226,102,20,202,4,944,726.88,2817
103174,20251114,110,17,206,2,5238,4138.02,7639
103175,20240808,106,28,208,1,2434,2117.58,3290
103176,20250515,102,26,208,4,7064,5156.72,3331
103177,20250527,106,20,209,3,6111,3849.93,3526
103178,20240825,101,11,205,5,6720,5980.8,4622
103179,20241230,108,22,202,1,886,699.94,9764
103180,20240712,106,27,203,5,4290,3732.3,8397
103181,20250918,106,24,209,4,3681,3202.47,3704
103182,20250422,103,22,204,4,436,331.36,5063
103183,20250504,104,28,203,1,1684,1515.6,2882
103184,20240923,110,18,203,1,3126,2625.84,3245
103185,20250826,106,30,201,1,5784,3470.4,792
103186,20240627,107,6,206,1,4316,3409.64,9739
103187,20240511,104,21,204,2,1854,1464.66,8821
103188,20250217,102,18,204,2,2613,2012.01,7460
103189,20250518,107,14,209,2,3752,2889.04,569
103190,20240201,106,16,209,2,2929,2431.07,4460
103191,20250211,106,8,205,1,1954,1660.9,2976
103192,20240715,107,24,205,4,4342,2648.62,644
103193,20241121,107,26,209,4,4902,3627.48,8897
103194,20250728,110,6,208,1,1316,894.88,5213
103195,20250421,110,6,206,1,2168,1951.2,1364
103196,20250501,103,16,210,2,2821,2256.8,1285
103197,20250118,105,23,208,1,1748,1345.96,7529
103198,20241229,106,16,205,5,2776,2359.6,1363
103199,20251102,103,7,204,1,6790,5567.8,2127
103200,20240224,106,12,208,1,158,104.28,1328
103201,20240902,103,9,202,1,764,679.96,6928
103202,20251022,109,18,202,2,7651,6656.37,3734
103203,20241116,110,22,204,1,2402,1441.2,2875
103204,20251204,102,27,207,4,2494,1720.86,6974
103205,20240926,110,12,208,4,76,52.44,1146
103206,20240322,103,19,207,1,7119,4840.92,8368
103207,20241017,107,17,209,1,5560,3558.4,4113
103208,20240303,107,11,209,1,4406,3789.16,685
103209,20250404,103,10,206,4,3416,2357.04,1268
103210,20241016,105,10,208,2,6251,5125.82,4889
103211,20241009,101,17,209,3,6849,4520.34,6336
103212,20241115,104,30,203,3,5655,4410.9,3180
103213,20251015,105,12,201,4,4727,3497.98,4104
103214,20250221,105,14,208,5,790,608.3,5996
103215,20250627,108,13,204,5,3240,2203.2,7825
103216,20240413,101,26,202,4,2353,1882.4,9703
103217,20240921,101,12,203,4,3671,3157.06,1932
103218,20251120,102,21,208,5,3703,2851.31,3719
103219,20240228,109,8,205,1,5361,3377.43,5124
103220,20250119,105,29,208,1,742,578.76,3617
103221,20240701,110,17,210,3,592,355.2,6669
103222,20251202,102,12,209,1,6941,5066.93,7259
103223,20251211,101,11,208,3,3251,2340.72,2770
103224,20250313,101,18,201,5,5082,3811.5,3117
103225,20251121,110,23,206,5,5282,4595.34,3604
103226,20251122,108,19,205,4,6911,5874.35,8031
103227,20240917,102,30,203,5,6249,5561.61,3661
103228,20241120,101,15,208,1,3456,2695.68,2685
103229,20250311,104,29,204,3,4832,4058.88,8797
103230,20251104,106,10,207,3,4447,3957.83,2181
103231,20250316,105,30,210,3,1499,1139.24,6537
103232,20240826,108,19,205,2,1255,966.35,4769
103233,20240730,102,17,205,2,3714,3119.76,3244
103234,20250518,110,30,203,1,4750,2992.5,8127
103235,20241113,108,27,208,1,5023,3264.95,6390
103236,20251231,106,6,203,5,3030,1908.9,4266
103237,20250307,108,14,206,5,3113,2397.01,8868
103238,20240416,101,8,206,5,2678,2249.52,8597
103239,20250812,102,6,203,3,5501,3410.62,6228
103240,20240205,103,16,210,5,7081,6372.9,5677
103241,20251110,101,24,201,3,1893,1381.89,4001
103242,20240816,102,19,201,2,7129,5703.2,793
103243,20250824,107,25,204,2,6659,4661.3,9103
103244,20251228,105,13,201,4,6378,4847.28,4265
103245,20250213,107,21,210,5,6343,5708.7,5989
103246,20241129,109,23,203,4,7539,5955.81,6557
103247,20250501,103,20,204,1,4127,3012.71,3013
103248,20240315,101,17,203,3,6658,4460.86,3663
103249,20250302,103,10,203,4,5136,4622.4,960
103250,20240922,103,18,209,2,925,767.75,3098
103251,20240624,109,15,210,3,7404,5701.08,4159
103252,20240922,109,15,207,5,2720,1713.6,9764
103253,20241214,110,29,202,3,1206,1049.22,9739
103254,20250730,101,10,209,5,4718,3019.52,6775
103255,20240107,108,11,205,4,926,583.38,7456
103256,20240505,105,13,209,5,6500,4810,3653
103257,20240718,106,30,202,4,2891,1936.97,8832
103258,20250715,103,20,201,2,4289,3088.08,1895
103259,20240802,101,18,205,3,1504,1308.48,9316
103260,20250304,102,28,202,5,2467,2022.94,3796
103261,20240312,101,16,202,5,3601,3132.87,8722
103262,20251018,101,15,209,1,4685,3466.9,8901
103263,20251215,102,27,205,5,6280,4333.2,1249
103264,20250310,104,26,204,5,2784,2477.76,4435
103265,20250415,107,7,203,3,7155,5509.35,4504
103266,20241011,109,26,203,1,3851,3157.82,7692
103267,20240927,102,8,204,1,6604,5613.4,9401
103268,20240602,103,28,210,4,3711,2300.82,1440
103269,20250819,110,6,208,4,1878,1145.58,2903
103270,20240308,109,27,209,4,3018,2474.76,4261
103271,20241213,106,21,206,1,2487,2138.82,5464
103272,20240325,104,10,207,4,7760,4656,9240
103273,20250518,104,19,208,1,211,166.69,2450
103274,20250824,101,27,206,4,3442,2925.7,5079
103275,20250402,108,15,202,1,5010,3156.3,9560
103276,20240129,103,27,203,5,3460,2076,7101
103277,20241229,108,28,206,5,3655,3179.85,4345
103278,20240708,105,15,203,1,206,156.56,2271
103279,20240928,110,28,206,5,692,429.04,2783
103280,20250221,101,8,209,2,1601,1088.68,1273
103281,20250428,107,16,204,1,2484,2210.76,3684
103282,20250617,103,14,206,4,3878,2326.8,2156
103283,20240924,101,7,202,1,1008,735.84,3180
103284,20250310,110,9,206,1,3866,2899.5,6625
103285,20250201,109,30,210,4,5983,5085.55,2835
103286,20240316,106,14,202,1,2451,1666.68,9314
103287,20240612,103,23,203,5,1157,983.45,7043
103288,20240103,102,6,201,5,6233,5360.38,1210
103289,20240726,110,23,208,4,2206,1455.96,1550
103290,20250408,108,6,208,1,5984,5026.56,4251
103291,20240630,108,19,208,5,1148,803.6,2928
103292,20251130,110,10,202,5,226,162.72,4929
103293,20250401,103,21,203,5,5715,5143.5,5956
103294,20240607,102,8,206,4,3994,3035.44,2468
103295,20250716,101,11,202,4,857,728.45,7317
103296,20250215,104,12,202,2,820,705.2,8140
103297,20250302,103,16,206,2,2454,2159.52,8819
103298,20240829,110,21,205,4,5320,3192,2316
103299,20240131,103,12,203,1,2457,1719.9,7854
103300,20241214,101,25,203,2,7374,4793.1,2559
103301,20241130,102,21,209,2,5831,3790.15,6388
103302,20240729,106,7,205,2,5471,4814.48,4223
103303,20250726,101,22,204,1,3708,2781,5299
103304,20240905,102,18,205,5,5360,3859.2,2245
103305,20240408,102,8,201,2,4299,3525.18,5088
103306,20250923,101,21,203,3,774,626.94,3722
103307,20250717,106,11,210,5,2849,2165.24,3385
103308,20240112,101,30,204,2,619,433.3,7788
103309,20250114,101,13,201,2,103,62.83,6052
103310,20250709,105,15,202,1,5171,4343.64,3203
103311,20250419,105,30,206,1,6682,5746.52,7739
103312,20240924,102,26,201,1,5970,4596.9,6172
103313,20251212,105,14,201,3,3821,2407.23,8027
103314,20250405,102,11,206,2,6604,5811.52,7615
103315,20250403,108,11,207,5,4712,3392.64,2288
103316,20250307,104,6,209,3,6224,5539.36,5697
103317,20251201,104,22,208,2,2622,1992.72,883
103318,20240412,108,16,205,1,4531,3806.04,9640
103319,20241208,108,25,201,2,893,723.33,8790
103320,20251224,101,21,209,5,6048,5261.76,5213
103321,20241219,109,11,207,4,1295,1165.5,6383
103322,20240625,108,18,201,2,763,457.8,1849
103323,20240302,109,30,204,4,2965,2431.3,8220
103324,20250407,109,15,210,1,7361,5299.92,9072
103325,20240929,103,10,206,5,2420,1960.2,6264
103326,20240724,108,30,208,2,7018,5544.22,2236
103327,20251228,110,27,204,3,1623,1184.79,4259
103328,20250216,105,26,208,4,7362,5742.36,5262
103329,20250303,104,14,209,1,3330,2797.2,7018
103330,20240415,108,19,201,2,4738,3979.92,2740
103331,20241126,109,11,205,3,7590,6375.6,3161
103332,20250821,110,30,210,3,1969,1555.51,7492
103333,20240922,110,19,201,3,3886,3341.96,7803
103334,20250529,107,23,202,1,2236,1654.64,8832
103335,20240227,103,16,202,3,7113,5477.01,9591
103336,20251015,108,27,204,3,7266,4650.24,1223
103337,20251017,110,24,210,4,1123,819.79,7521
103338,20250303,109,14,206,4,5703,3935.07,8055
103339,20240216,104,9,207,5,6421,4751.54,9552
103340,20251106,110,14,205,1,382,282.68,4433
103341,20240816,108,11,210,1,3109,2580.47,5405
103342,20250516,102,21,204,2,2934,2229.84,7883
103343,20250217,107,20,206,1,4978,4032.18,6521
103344,20250808,103,27,204,4,7623,6708.24,9010
103345,20250303,108,6,207,3,1502,1291.72,8132
103346,20251007,101,12,209,2,3806,3082.86,1221
103347,20240507,108,6,210,2,4900,3381,1585
103348,20250922,106,9,205,1,4425,3097.5,4300
103349,20251203,107,30,206,5,7727,5795.25,5670
103350,20250614,106,11,207,2,5582,3405.02,3417
103351,20251229,107,28,203,4,4469,2815.47,7628
103352,20240609,102,20,201,3,6869,4945.68,842
103353,20240119,107,9,209,3,1214,837.66,4101
103354,20250317,108,24,207,5,5800,3770,3847
103355,20241106,109,13,208,3,282,225.6,6141
103356,20250420,102,27,201,4,7101,6319.89,2794
103357,20240107,108,30,203,1,5333,4213.07,2523
103358,20250918,101,30,203,2,2951,2390.31,1525
103359,20251002,101,29,205,1,5877,4407.75,1212
103360,20240601,106,30,202,5,5526,3923.46,5723
103361,20250824,108,10,209,2,4609,4102.01,7119
103362,20250408,102,11,208,5,6950,4239.5,2681
103363,20250222,108,9,210,2,5134,4620.6,9674
103364,20250811,101,13,208,4,977,713.21,8052
